x,y
0.0,5.483570765056164
0.10101010101010101,2.5106986961642788
0.20202020202020202,6.642483094543866
0.30303030303030304,11.221209888100732
0.40404040404040403,2.637313934464128
0.5050505050505051,2.839416225355108
0.6060606060606061,12.10818528965817
0.7070707070707071,8.25131505990596
0.8080808080808081,2.2687896864868553
0.9090909090909091,7.5309820361116415
1.0101010101010102,2.7031135561397095
1.1111111111111112,2.893573454370938
1.2121212121212122,6.634053782072595
1.3131313131313131,-3.9401385970263636
1.4141414141414141,-2.7963063342823347
1.5151515151515151,3.2188653840981667
1.6161616161616161,1.168167630651113
1.7171717171717171,8.005580097319804
1.8181818181818181,2.096243258757582
1.9191919191919191,-0.2231346682926194
2.0202020202020203,14.36864788501181
2.121212121212121,6.113542739991564
2.2222222222222223,7.782085467884064
2.323232323232323,0.5227237153973627
2.4242424242424243,5.126571225858935
2.525252525252525,8.60511799905438
2.6262626262626263,2.497557365413739
2.727272727272727,10.333035546273813
2.8282828282828283,5.653372206971633
2.929292929292929,7.400117109619474
3.0303030303030303,6.052072999459076
3.131313131313131,18.52401718517095
3.2323232323232323,9.397160340956795
3.3333333333333335,4.378112021887166
3.4343434343434343,13.981411429202813
3.5353535353535355,3.9664888208519598
3.6363636363636362,11.31704524775105
3.7373737373737375,0.676396855348596
3.8383838383838382,4.035837432275524
3.9393939393939394,11.863094058133496
4.040404040404041,14.773140980785133
4.141414141414141,12.139669688778135
4.242424242424242,10.906607072907281
4.343434343434343,10.181350208922243
4.444444444444445,4.496278937051752
4.545454545454545,8.491688048935547
4.646464646464646,9.989735438130355
4.747474747474747,17.78056062604407
4.848484848484849,14.415061144812004
4.94949494949495,4.0837891221762295
5.05050505050505,14.721429947984076
5.151515151515151,11.37761890094872
5.252525252525253,10.120440503520712
5.353535353535354,16.765452151275046
5.454545454545454,19.064088521570664
5.555555555555555,18.767511706692105
5.656565656565657,10.11704369701812
5.757575757575758,12.969089635895443
5.858585858585858,16.373488874189537
5.959595959595959,19.796917554803713
6.0606060606060606,12.725340931985672
6.161616161616162,14.394937439913239
6.262626262626262,9.993577655222383
6.363636363636363,9.746239606869374
6.4646464646464645,19.99192204126392
6.565656565656566,22.912513274167246
6.666666666666667,15.973282725431666
6.767676767676767,21.553018024813657
6.8686868686868685,18.545553862611907
6.96969696969697,13.713795166368316
7.070707070707071,18.94839216895621
7.171717171717171,25.03361717576419
7.2727272727272725,17.36632434990479
7.373737373737374,25.570693026544777
7.474747474747475,4.850769429046226
7.575757575757575,22.26102767339127
7.6767676767676765,18.78877069472621
7.777777777777778,17.06051880322622
7.878787878787879,19.21637964025327
7.979797979797979,9.021751386591495
8.080808080808081,18.0632567224286
8.181818181818182,21.149199221195097
8.282828282828282,26.955126789364144
8.383838383838384,17.17632567630853
8.484848484848484,15.92722895523103
8.585858585858587,17.66293195379449
8.686868686868687,24.950747962247746
8.787878787878787,22.219513124055997
8.88888888888889,18.128976758942585
8.98989898989899,23.546135145364758
9.09090909090909,21.66720592855838
9.191919191919192,26.22706333650283
9.292929292929292,18.075593116471822
9.393939393939394,20.149568054889947
9.494949494949495,20.0293582242382
9.595959595959595,14.874344451258597
9.696969696969697,23.874540779262276
9.797979797979798,23.901235956859043
9.8989898989899,22.823547081192103
10.0,21.827064333124266
