x,y
0.0,2.0
0.10101010101010101,1.9505152535455565
0.20202020202020202,1.9030711151923274
0.30303030303030304,1.8576675849403121
0.40404040404040403,1.8143046627895114
0.5050505050505051,1.7729823487399243
0.6060606060606061,1.733700642791552
0.7070707070707071,1.6964595449443933
0.8080808080808081,1.6612590551984492
0.9090909090909091,1.628099173553719
1.0101010101010102,1.596979900010203
1.1111111111111112,1.5679012345679013
1.2121212121212122,1.5408631772268138
1.3131313131313131,1.51586572798694
1.4141414141414141,1.4929088868482807
1.5151515151515151,1.4719926538108357
1.6161616161616161,1.4531170288746047
1.7171717171717171,1.4362820120395878
1.8181818181818181,1.421487603305785
1.9191919191919191,1.4087338026731966
2.0202020202020203,1.3980206101418222
2.121212121212121,1.3893480257116622
2.2222222222222223,1.382716049382716
2.323232323232323,1.378124681154984
2.4242424242424243,1.3755739210284665
2.525252525252525,1.3750637690031629
2.6262626262626263,1.3765942250790735
2.727272727272727,1.3801652892561984
2.8282828282828283,1.3857769615345372
2.929292929292929,1.3934292419140903
3.0303030303030303,1.4031221303948578
3.131313131313131,1.414855626976839
3.2323232323232323,1.4286297316600347
3.3333333333333335,1.4444444444444446
3.4343434343434343,1.4622997653300682
3.5353535353535355,1.4821956943169066
3.6363636363636362,1.5041322314049588
3.7373737373737375,1.5281093765942253
3.8383838383838382,1.5541271298847057
3.9393939393939394,1.5821854912764004
4.040404040404041,1.6122844607693094
4.141414141414141,1.644424038363432
4.242424242424242,1.6786042240587695
4.343434343434343,1.7148250178553208
4.444444444444445,1.7530864197530867
4.545454545454545,1.7933884297520657
4.646464646464646,1.83573104785226
4.747474747474747,1.880114274053668
4.848484848484849,1.9265381083562905
4.94949494949495,1.9750025507601268
5.05050505050505,2.025507601265177
5.151515151515151,2.078053259871442
5.252525252525253,2.1326395265789206
5.353535353535354,2.189266401387614
5.454545454545454,2.2479338842975207
5.555555555555555,2.308641975308642
5.656565656565657,2.3713906744209776
5.757575757575758,2.4361799816345275
5.858585858585858,2.503009896949291
5.959595959595959,2.5718804203652685
6.0606060606060606,2.642791551882461
6.161616161616162,2.7157432915008672
6.262626262626262,2.7907356392204874
6.363636363636363,2.8677685950413228
6.4646464646464645,2.946842158963371
6.565656565656566,3.027956330986634
6.666666666666667,3.111111111111112
6.767676767676767,3.1963064993368024
6.8686868686868685,3.283542495663707
6.96969696969697,3.3728191000918275
7.070707070707071,3.4641363126211617
7.171717171717171,3.5574941332517085
7.2727272727272725,3.6528925619834713
7.373737373737374,3.750331598816447
7.474747474747475,3.8498112437506387
7.575757575757575,3.951331496786042
7.6767676767676765,4.054892357922661
7.777777777777778,4.160493827160494
7.878787878787879,4.268135904499541
7.979797979797979,4.377818589939801
8.080808080808081,4.489541883481278
8.181818181818182,4.603305785123967
8.282828282828282,4.719110294867869
8.383838383838384,4.836955412712989
8.484848484848484,4.95684113865932
8.585858585858587,5.0787674727068675
8.686868686868687,5.202734414855627
8.787878787878787,5.328741965105601
8.88888888888889,5.456790123456791
8.98989898989899,5.586878889909192
9.09090909090909,5.719008264462808
9.191919191919192,5.853178247117641
9.292929292929292,5.989388837873686
9.393939393939394,6.127640036730947
9.494949494949495,6.26793184368942
9.595959595959595,6.410264258749107
9.696969696969697,6.5546372819100105
9.797979797979798,6.701050913172126
9.8989898989899,6.849505152535457
10.0,7.0
